house,mp_key,allocated_amount,state,constituency,elected_nominated
Lok Sabha,LS_MALA_RAJYA_LAXMI_SHAH,147000000.0,Uttarakhand,TEHRI GARHWAL,
Lok Sabha,LS_MALA_ROY,147000000.0,West Bengal,KOLKATA DAKSHIN,
Lok Sabha,LS_MALAIYARASAN_D,201599593.0,Tamil Nadu,KALLAKURICHI,
Lok Sabha,LS_MALVIKA_DEVI,147000000.0,Odisha,KALAHANDI,
Lok Sabha,LS_MALVINDER_SINGH_KANG,147000000.0,Punjab,ANANDPUR SAHIB,
Lok Sabha,LS_MANI_A,164515071.11,Tamil Nadu,DHARAMAPURI,
Lok Sabha,LS_MANICKAM_TAGORE_B,147000000.0,Tamil Nadu,VIRUDHUNAGAR,
Lok Sabha,LS_MANISH_JAISWAL,147000000.0,Jharkhand,HAZARIBAGH,
Lok Sabha,LS_MANISH_TEWARI,178351443.75,Chandigarh,CHANDIGARH,
Lok Sabha,LS_MANJU_SHARMA,167082901.11,Rajasthan,JAIPUR,
Lok Sabha,LS_MANNA_LAL_RAWAT,147000000.0,Rajasthan,UDAIPUR(ST),
Lok Sabha,LS_MANOHAR_LAL,147000000.0,Haryana,KARNAL,
Lok Sabha,LS_MANOJ_KUMAR,147000000.0,Bihar,SASARAM(SC),
Lok Sabha,LS_MANOJ_TIGGA,147000000.0,West Bengal,ALIPURDUARS(ST),
Lok Sabha,LS_MANOJ_TIWARI,225843858.0,Delhi,NORTH EAST DELHI,
Lok Sabha,LS_MANSUKHBHAI_DHANJIBHAI_VASAVA,147000000.0,Gujarat,BHARUCH,
Lok Sabha,LS_MIAN_ALTAF_AHMAD,147000000.0,Jammu And Kashmir,ANANTNAG,
Lok Sabha,LS_MIDHUN_REDDY,178951477.11,Andhra Pradesh,RAJAMPET,
Lok Sabha,LS_MISHA_BHARTI,147000000.0,Bihar,PATALIPUTRA,
Lok Sabha,LS_MITESH_RAMESHBHAI_BAKABHAI_PATEL,147000000.0,Gujarat,ANAND,
Lok Sabha,LS_MOHAMED_HANEEFA,161114542.0,Ladakh,LADAKH,
Lok Sabha,LS_MOHIBBULLAH,147000000.0,Uttar Pradesh,RAMPUR,
Lok Sabha,LS_MOHITE_PATIL_DHAIRYASHEEL_RAJSINH,195613601.7,Maharashtra,MADHA,
Lok Sabha,LS_MR_GOPAL_JEE_THAKUR,147000000.0,Bihar,DARBHANGA,
Lok Sabha,LS_MS_MAHUA_MOITRA,159865046.0,West Bengal,KRISHNANAGAR,
Lok Sabha,LS_MUHAMMED_HAMDULLAH_SAYEED,153942460.41,Lakshadweep,LAKSHADWEEP(ST),
Lok Sabha,LS_MUKESH_RAJPUT,147000000.0,Uttar Pradesh,FARRUKHABAD,
Lok Sabha,LS_MUKESHKUMAR_CHANDRAKAANT_DALAL,147000000.0,Gujarat,SURAT,
Lok Sabha,LS_MURARI_LAL_MEENA,147000000.0,Rajasthan,DAUSA(ST),
Lok Sabha,LS_MURASOLI_S,147000000.0,Tamil Nadu,THANJAVUR,
Lok Sabha,LS_MURLIDHAR_MOHOL,147000000.0,Maharashtra,PUNE,
Lok Sabha,LS_NABA_CHARAN_MAJHI,147563957.11,Odisha,MAYURBHANJ (ST),
Lok Sabha,LS_NALIN_SOREN,147364097.11,Jharkhand,DUMKA(ST),
Lok Sabha,LS_NARAYAN_DAS_AHIRWAR,147000000.0,Uttar Pradesh,JALAUN(SC),
Lok Sabha,LS_NARAYAN_TATU_RANE,147000000.0,Maharashtra,RATNAGIRI-SINDHUDURG,
Lok Sabha,LS_NARESH_CHANDRA_UTTAM_PATEL,147000000.0,Uttar Pradesh,FATEHPUR,
Lok Sabha,LS_NARESH_GANPAT_MHASKE,147000000.0,Maharashtra,THANE,
Lok Sabha,LS_NAVEEN_JINDAL,147000000.0,Haryana,KURUKSHETRA,
Lok Sabha,LS_NEERAJ_MAURYA,147000000.0,Uttar Pradesh,AONLA,
Lok Sabha,LS_NILESH_DNYANDEV_LANKE,147000000.0,Maharashtra,AHMEDNAGAR,
Lok Sabha,LS_NIMUBEN_JAYANTIBHAI_BAMBHANIYA,147000000.0,Gujarat,BHAVNAGAR,
Lok Sabha,LS_NISHIKANT_DUBEY,147000000.0,Jharkhand,GODDA,
Lok Sabha,LS_NITIN_JAIRAM_GADKARI,168195086.11,Maharashtra,NAGPUR,
Lok Sabha,LS_NITYANAND_RAI,147000000.0,Bihar,UJJARPUR,
Lok Sabha,LS_OM_BIRLA,163906956.6,Rajasthan,KOTA,
Lok Sabha,LS_OMPRAKASH_BHUPALSINH_ALIAS_PAWAN_RAJENIMBALKAR,184758519.11,Maharashtra,OSMANABAD,
Lok Sabha,LS_P_C_MOHAN,159995711.11,Karnataka,BANGALORE CENTRAL,
Lok Sabha,LS_PANKAJ_CHOWDHARY,147000000.0,Uttar Pradesh,MAHARAJGANJ_UP,
Lok Sabha,LS_PARIMAL_SUKLABAIDYA,148300157.11,Assam,SILCHAR,
Lok Sabha,LS_PARSHOTTAMBHAI_RUPALA,147000000.0,Gujarat,RAJKOT,
Lok Sabha,LS_PARTHA_BHOWMICK,147000000.0,West Bengal,BARRACKPUR,
Lok Sabha,LS_PARVATAGOUDA_CHANDANAGOUDA_GADDIGOUDAR,167541747.11,Karnataka,BAGALKOT,
Lok Sabha,LS_PATEL_UMESHBHAI_BABUBHAI,245063957.0,The Dadra And Nagar Haveli And Daman And Diu,DAMAN and DIU,
Lok Sabha,LS_PATHAN_YUSUF,147000000.0,West Bengal,BAHARAMPUR,
Lok Sabha,LS_PHANI_BHUSAN_CHOUDHURY,147000000.0,Assam,BARPETA,
Lok Sabha,LS_PIYUSH_VEDPRAKASH_GOYAL,147000000.0,Maharashtra,MUMBAI NORTH,
Lok Sabha,LS_PRABHAKAR_REDDY_VEMIREDDY,147000000.0,Andhra Pradesh,NELLORE(SC),
Lok Sabha,LS_PRABHUBHAI_NAGARBHAI_VASAVA,147000000.0,Gujarat,BARDOLI(ST),
Lok Sabha,LS_PRADAN_BARUAH,147000000.0,Assam,LAKHIMPUR,
Lok Sabha,LS_PRADEEP_KUMAR_SINGH,147000000.0,Bihar,ARARIA,
Lok Sabha,LS_PRADEEP_PUROHIT,147000000.0,Odisha,BARGARH,
Lok Sabha,LS_PRADYUT_BORDOLOI,98000000.0,Assam,NOWGONG,
Lok Sabha,LS_PRALHAD_VENKATESH_JOSHI,147000000.0,Karnataka,DHARWAD,
Lok Sabha,LS_PRANITI_SUSHILKUMAR_SHINDE,147000000.0,Maharashtra,SOLAPUR(SC),
Lok Sabha,LS_PRASUN_BANERJEE,147000000.0,West Bengal,HOWRAH,
Lok Sabha,LS_PRATAP_CHANDRA_SARANGI,147064254.11,Odisha,BALASORE,
Lok Sabha,LS_PRATAPRAO_JADHAV,147000000.0,Maharashtra,BULDHANA,
Lok Sabha,LS_PRATIMA_MONDAL,147000000.0,West Bengal,JOYNAGAR(SC),
Lok Sabha,LS_PRAVEEN_KHANDELWAL,147470276.0,Delhi,CHANDINI CHOWK,
Lok Sabha,LS_PRAVEEN_PATEL,151559884.09,Uttar Pradesh,PHULPUR,
Lok Sabha,LS_PRIYA_SAROJ,147000000.0,Uttar Pradesh,MACHHLISHAHR(SC),
Lok Sabha,LS_PRIYANKA_GANDHI_VADRA,122500000.0,Kerala,WAYANAD,
Lok Sabha,LS_PRIYANKA_SATISH_JARKIHOLI,147000000.0,Karnataka,CHIKKODI,
Lok Sabha,LS_SOUGATA_RAY,147000000.0,West Bengal,DUM DUM,
Lok Sabha,LS_SP_SINGH_BAGHEL,147000000.0,Uttar Pradesh,AGRA(SC),
Lok Sabha,LS_PUSHPENDRA_SAROJ,147000000.0,Uttar Pradesh,KAUSHAMBI(SC),
Lok Sabha,LS_PUTTA_MAHESH_KUMAR,147000000.0,Andhra Pradesh,ELURU,
Lok Sabha,LS_R_K_CHAUDHARY,147000000.0,Uttar Pradesh,MOHANLALGANJ(SC),
Lok Sabha,LS_RABINDRA_NARAYAN_BEHERA,147064617.11,Odisha,JAJPUR(SC),
Lok Sabha,LS_RACHNA_BANERJEE,147000000.0,West Bengal,HOOGHLY,
Lok Sabha,LS_RADHA_MOHAN_SINGH,147000000.0,Bihar,PURVI CHAMPARAN,
Lok Sabha,LS_RADHAKRISHNA,147000000.0,Karnataka,GULBARGA(SC),
Lok Sabha,LS_RADHE_SHYAM_RATHIYA,159706972.09,Chhattisgarh,RAIGARH(ST),
Lok Sabha,LS_RAHUL_GANDHI,147000000.0,Uttar Pradesh,RAE BARELI,
Lok Sabha,LS_RAHUL_KASWAN,147000000.0,Rajasthan,CHURU,
Lok Sabha,LS_RAHUL_SINGH_LODHI,163058785.37,Madhya Pradesh,DAMOH,
Lok Sabha,LS_RAJ_BHUSHAN_CHOUDHARY,147000000.0,Bihar,MUZAFFARPUR,
Lok Sabha,LS_RAJ_KUMAR_ROAT,147000000.0,Rajasthan,BANSWARA(ST),
Lok Sabha,LS_RAJA_RAM_SINGH,147000000.0,Bihar,KARAKAT,
Lok Sabha,LS_RAJABHAU,152878682.11,Maharashtra,NASHIK,
Lok Sabha,LS_RAJEEV_BHARDWAJ,179388967.11,Himachal Pradesh,KANGRA,
Lok Sabha,LS_RAJEEV_RAI,147000000.0,Uttar Pradesh,GHOSI,
Lok Sabha,LS_RAJESH_RANJAN_ALIAS_PAPPU_YADAV,147000000.0,Bihar,PURNEA,
Lok Sabha,LS_RAJESH_VERMA,147000000.0,Bihar,KHAGARIA,
Lok Sabha,LS_RAJESHBHAI_NARANBHAI_CHUDASAMA,147000000.0,Gujarat,JUNAGADH,
Lok Sabha,LS_RAJIV_PRATAP_RUDY,147000000.0,Bihar,SARAN,
Lok Sabha,LS_RAJIV_RANJAN_LALAN_SINGH,147000000.0,Bihar,MUNGER,
Lok Sabha,LS_RAJKUMAR_CHAHAR,147000000.0,Uttar Pradesh,FATEHPUR SIKRI,
Lok Sabha,LS_RAJNATH_SINGH,154808797.11,Uttar Pradesh,LUCKNOW,
Lok Sabha,LS_RAJPALSINH_MAHENDRASINH_JADAV,147000000.0,Gujarat,PANCHMAHAL,
Lok Sabha,LS_RAJU_BISTA,147000000.0,West Bengal,DARJEELING,
Lok Sabha,LS_RAKESH_RATHOR,147000000.0,Uttar Pradesh,SITAPUR,
Lok Sabha,LS_RAKIBUL_HUSSAIN,147000000.0,Assam,DHUBRI,
Lok Sabha,LS_RAM_PRASAD_CHAUDHARY,204176957.11,Uttar Pradesh,BASTI,
Lok Sabha,LS_RAM_SHIROMANI,151746878.11,Uttar Pradesh,SHRAWASTI,
Lok Sabha,LS_RAMASAHAYAM_RAGHURAM_REDDY,147000000.0,Telangana,KHAMMAM,
Lok Sabha,LS_RAMASHANKAR_RAJBHAR,160056927.07,Uttar Pradesh,SALEMPUR,
Lok Sabha,LS_RAMBHUAL_NISHAD,151231957.11,Uttar Pradesh,SULTANPUR,
Lok Sabha,LS_RAMESH_AWASTHI,147000000.0,Uttar Pradesh,KANPUR,
Lok Sabha,LS_RAMESH_CHANDAPPA_JIGAJINAGI,269500000.0,Karnataka,BIJAPUR(SC),
Lok Sabha,LS_RAMPRIT_MANDAL,147000000.0,Bihar,JHANJHARPUR,
Lok Sabha,LS_RAMVIR_SINGH_BIDHURI,147559100.0,Delhi,SOUTH DELHI,
Lok Sabha,LS_RANJIT_DUTTA,147000000.0,Assam,Sonitpur,
Lok Sabha,LS_RAO_INDERJIT_SINGH,147000000.0,Haryana,GURGAON,
Lok Sabha,LS_RAO_RAJENDRA_SINGH,147000000.0,Rajasthan,JAIPUR RURAL,
Lok Sabha,LS_RAVI_SHANKAR_PRASAD,147000000.0,Bihar,PATNA SAHIB,
Lok Sabha,LS_RAVINDRA_DATTARAM_WAIKAR,147000000.0,Maharashtra,MUMBAI NORTH WEST,
Lok Sabha,LS_RAVINDRA_SHYAMNARAYAN_ALIAS_RAVI_KISHAN_SHUKLA,147000000.0,Uttar Pradesh,GORAKHPUR,
Lok Sabha,LS_RAVINDRA_VASANTRAO_CHAVAN,147000000.0,Maharashtra,NANDED,
Lok Sabha,LS_RICHARD_VANLALHMANGAIHA,147000000.0,Mizoram,MIZORAM (ST),
Lok Sabha,LS_ROBERT_BRUCE_C,147475440.11,Tamil Nadu,TIRUNELVELI,
Lok Sabha,LS_RODMAL_NAGAR,147000000.0,Madhya Pradesh,RAJGARH,
Lok Sabha,LS_ROOP_KUMARI_CHOUDHARY,153035414.0,Chhattisgarh,MAHASAMUND,
Lok Sabha,LS_RUCHI_VIRA,147000000.0,Uttar Pradesh,MORADABAD,
Lok Sabha,LS_RUDRA_NARAYAN_PANY,155013957.11,Odisha,DHENKANAL,
Lok Sabha,LS_S_SUPONGMEREN_JAMIR,147000000.0,Nagaland,NAGALAND,
Lok Sabha,LS_S_VENKATESAN,147000000.0,Tamil Nadu,MADURAI,
Lok Sabha,LS_S_JAGATHRAKSHAKAN,180589332.34,Tamil Nadu,ARAKKONAM,
Lok Sabha,LS_SACHITHANANTHAM_R,147000000.0,Tamil Nadu,DINDIGUL,
Lok Sabha,LS_SAGAR_ESHWAR_KHANDRE,147000000.0,Karnataka,BIDAR,
Lok Sabha,LS_SALENG_A_SANGMA,147000000.0,Meghalaya,TURA,
Lok Sabha,LS_SAMBIT_PATRA,147000000.0,Odisha,PURI,
Lok Sabha,LS_SANATAN_PANDEY,180420041.4,Uttar Pradesh,BALLIA,
Lok Sabha,LS_SANJAY_DINA_PATIL,147000000.0,Maharashtra,MUMBAI NORTH EAST,
Lok Sabha,LS_SANJAY_HARIBHAU_JADHAV,147000000.0,Maharashtra,PARBHANI,
Lok Sabha,LS_SANJAY_JAISWAL,147000000.0,Bihar,PASCHIM CHAMPARAN,
Lok Sabha,LS_SANJAY_KUMAR_BANDI,172775317.11,Telangana,KARIMNAGAR,
Lok Sabha,LS_SANJAY_SETH,147064357.11,Jharkhand,RANCHI,
Lok Sabha,LS_SANJAY_UTTAMRAO_DESHMUKH,185640423.0,Maharashtra,YAVATMAL-WASHIM,
Lok Sabha,LS_SANJNA_JATAV,147000000.0,Rajasthan,BHARATPUR(SC),
Lok Sabha,LS_SANTOSH_PANDEY,147000000.0,Chhattisgarh,RAJNANDGAON,
Lok Sabha,LS_SAPTAGIRI_SANKAR_ULAKA,269500000.0,Odisha,KORAPUT(ST),
Lok Sabha,LS_SARABJEET_SINGH_KHALSA,150850348.15,Punjab,FARIDKOT(SC),
Lok Sabha,LS_SASIKANTH_SENTHIL,171500000.0,Tamil Nadu,TIRUVALLUR(SC),
Lok Sabha,LS_SATPAL_BRAHAMCHARI,147000000.0,Haryana,SONEPAT,
Lok Sabha,LS_SAUMITRA_KHAN,147000000.0,West Bengal,BISHNUPUR(SC),
Lok Sabha,LS_SAVITRI_THAKUR,147000000.0,Madhya Pradesh,DHAR(ST),
Lok Sabha,LS_SAYANI_GHOSH,147000000.0,West Bengal,JADAVPUR,
Lok Sabha,LS_SELJA,147000000.0,Haryana,SIRSA(SC),
Lok Sabha,LS_SELVAGANAPATHI_T_M,147000000.0,Tamil Nadu,SALEM,
Lok Sabha,LS_SELVARAJ_V,147000000.0,Tamil Nadu,NAGAPATTINAM(SC),
Lok Sabha,LS_SHAFI_PARAMBIL,147000000.0,Kerala,VADAKARA,
Lok Sabha,LS_SHAMBHAVI,147000000.0,Bihar,SAMASTIPUR(SC),
Lok Sabha,LS_SHANKAR_LALWANI,147000000.0,Madhya Pradesh,INDORE,
Lok Sabha,LS_SHASHANK_MANI,147000000.0,Uttar Pradesh,DEORIA,
Lok Sabha,LS_SHATRUGHAN_SINHA,147000000.0,West Bengal,ASANSOL,
Lok Sabha,LS_SHER_SINGH_GHUBAYA,147000000.0,Punjab,FIROZPUR,
Lok Sabha,LS_SHIVMANGAL_SINGH_TOMAR,147000000.0,Madhya Pradesh,MORENA,
Lok Sabha,LS_SHIVRAJ_SINGH_CHOUHAN,147000000.0,Madhya Pradesh,VIDISHA,
Lok Sabha,LS_SHOBHA_KARANDLAJE,147000000.0,Karnataka,BANGALORE NORTH,
Lok Sabha,LS_SHOBHANABEN_MAHENDRASINH_BARAIYA,147000000.0,Gujarat,SABARKANTHA,
Lok Sabha,LS_SHREYAS_M_PATEL,147000000.0,Karnataka,HASSAN,
Lok Sabha,LS_DHARAMBIR_SINGH,147000000.0,Haryana,BHIWANI MAHENDRAGARH,
Lok Sabha,LS_ABHISHEK_BANERJEE,147000000.0,West Bengal,DIAMOND HARBOUR,
Lok Sabha,LS_AMAR_SINGH,147000000.0,Punjab,FATEHGARH SAHIB(SC),
Lok Sabha,LS_AMIT_SHAH,147000000.0,Gujarat,GANDHINAGAR,
Lok Sabha,LS_ANIL_FIROJIYA,147000000.0,Madhya Pradesh,UJJAIN(SC),
Lok Sabha,LS_ARJUN_RAM_MEGHWAL,147000000.0,Rajasthan,BIKANER(SC),
Lok Sabha,LS_ARUN_KUMAR_SAGAR,147000000.0,Uttar Pradesh,SHAHJAHANPUR(SC),
Lok Sabha,LS_B_Y_RAGHAVENDRA,147000000.0,Karnataka,SHIMOGA,
Lok Sabha,LS_BENNY_BEHANAN,164674770.11,Kerala,CHALAKUDY,
Lok Sabha,LS_BHARTRUHARI_MAHTAB,147000000.0,Odisha,CUTTACK,
Lok Sabha,LS_CHANDRA_PRAKASH_CHOUDHARY,147000000.0,Jharkhand,GIRIDIH,
Lok Sabha,LS_DEEPAK_DEV_ADHIKARI,200747364.0,West Bengal,GHATAL,
Lok Sabha,LS_GURJEET_SINGH_AUJLA,147000000.0,Punjab,AMRITSAR,
Lok Sabha,LS_HANUMAN_BENIWAL,147000000.0,Rajasthan,NAGAUR,
Lok Sabha,LS_HIBI_EDEN,162177260.11,Kerala,ERNAKULAM,
Lok Sabha,LS_JANARDAN_SINGH_SIGRIWAL,147000000.0,Bihar,MAHARAJGANJ_BR,
Lok Sabha,LS_JUAL_ORAM,173096756.91,Odisha,SUNDARGARH (ST),
Lok Sabha,LS_JUGAL_KISHORE_SHARMA,147000000.0,Jammu And Kashmir,JAMMU,
Lok Sabha,LS_JYOTIRMAY_SINGH_MAHATO,147000000.0,West Bengal,PURULIA,
Lok Sabha,LS_KARTI_P_CHIDAMBARAM,159049284.11,Tamil Nadu,SIVAGANGA,
Lok Sabha,LS_KUMBAKUDI_SUDHAKARAN,147000000.0,Kerala,KANNUR,
Lok Sabha,LS_LS_TEJASVI_SURYA,147000000.0,Karnataka,BANGALORE SOUTH,
Lok Sabha,LS_M_K_RAGHAVAN,147000000.0,Kerala,KOZHIKODE,
Lok Sabha,LS_NARENDRA_MODI,162070276.11,Uttar Pradesh,VARANASI,
Lok Sabha,LS_NK_PREMACHANDRAN,171477994.11,Kerala,KOLLAM,
Lok Sabha,LS_PP_CHAUDHARY,147000000.0,Rajasthan,PALI,
Lok Sabha,LS_RAJMOHAN_UNNITHAN,156754633.11,Kerala,KASARAGOD,
Lok Sabha,LS_SARBANANDA_SONOWAL_18LS,147000000.0,Assam,DIBRUGARH,
Lok Sabha,LS_SATISH_KUMAR_GAUTAM,147000000.0,Uttar Pradesh,ALIGARH,
Lok Sabha,LS_SHANTANU_THAKUR,147000000.0,West Bengal,BANGAON(SC),
Lok Sabha,LS_SUDHEER_GUPTA,148988014.83,Madhya Pradesh,MANDSOUR,
Lok Sabha,LS_SURESH_KODIKUNNIL,172429519.11,Kerala,MAVELIKKARA(SC),
Lok Sabha,LS_TAPIR_GAO,147000000.0,Arunachal Pradesh,ARUNACHAL EAST,
Lok Sabha,LS_VIJAYAKUMAR_VASANTH,171500000.0,Tamil Nadu,KANNIYAKUMARI,
Lok Sabha,LS_SHRIKANT_EKNATH_SHINDE,147000000.0,Maharashtra,KALYAN,
Lok Sabha,LS_SHRIMANT_CHH_UDAYANRAJE_PRATAPSINHAMAHARAJ_BHONSLE,147000000.0,Maharashtra,SATARA,
Lok Sabha,LS_SHRIPAD_YESSO_NAIK,147000000.0,Goa,NORTH GOA,
Lok Sabha,LS_SHRIRANG_APPA_BARNE,147000000.0,Maharashtra,MAVAL,
Lok Sabha,LS_SHYAMKUMAR,147000000.0,Maharashtra,RAMTEK(SC),
Lok Sabha,LS_SIVANATH_KESINENI,159864032.49,Andhra Pradesh,VIJAYAWADA,
Lok Sabha,LS_SK_NURUL_ISLAM,49000000.0,West Bengal,BASIRHAT,
Lok Sabha,LS_SMITA_UDAY_WAGH,148107373.11,Maharashtra,JALGAON,
Lok Sabha,LS_ANUPRIYA_PATEL,147000000.0,Uttar Pradesh,MIRZAPUR,
Lok Sabha,LS_APARAJITA_SARANGI,147420861.41,Odisha,BHUBANESWAR,
Lok Sabha,LS_DIMPLE_YADAV,192042469.11,Uttar Pradesh,MAINPURI,
Lok Sabha,LS_HARSIMRAT_KAUR_BADAL,159775982.39,Punjab,BHATINDA,
Lok Sabha,LS_HEMA_MALINI,147000000.0,Uttar Pradesh,MATHURA,
Lok Sabha,LS_HIMADRI_SINGH,150724861.11,Madhya Pradesh,SHAHDOL (ST),
Lok Sabha,LS_POONAMBEN_HEMATBHAI_MAADAM,147000000.0,Gujarat,JAMNAGAR,
Lok Sabha,LS_RAKSHA_NIKHIL_KHADSE,153112586.11,Maharashtra,RAVER,
Lok Sabha,LS_S_JOTHIMANI,147000000.0,Tamil Nadu,KARUR,
Lok Sabha,LS_SAJDA_AHMED,147000000.0,West Bengal,ULUBERIA,
Lok Sabha,LS_SANDHYA_RAY,147000000.0,Madhya Pradesh,BHIND(SC),
Lok Sabha,LS_SANGEETA_KUMARI_SINGH_DEO,147000000.0,Odisha,BOLANGIR,
Lok Sabha,LS_SATABDI_ROY_BANERJEE,147000000.0,West Bengal,BIRBHUM,
Lok Sabha,LS_SUPRIYA_SADANAND_SULE,147000000.0,Maharashtra,BARAMATI,
Lok Sabha,LS_VEENA_DEVI,147000000.0,Bihar,VAISHALI,
Lok Sabha,LS_SRIBHARAT_MATHUKUMLI,164841922.0,Andhra Pradesh,VISAKHAPATNAM,
Lok Sabha,LS_SUDAMA_PRASAD,147000000.0,Bihar,ARRAH,
Lok Sabha,LS_SUDHA_R,147332315.11,Tamil Nadu,MAYILADUTHURAI,
Lok Sabha,LS_SUDHAKAR_SINGH,185211956.54,Bihar,BUXAR,
Lok Sabha,LS_SUDIP_BANDYOPADHYAY,147000000.0,West Bengal,KOLKATA UTTAR,
Lok Sabha,LS_SUKANTA_KUMAR_PANIGRAHI,190712424.11,Odisha,KANDHAMAL,
Lok Sabha,LS_SUKHDEO_BHAGAT,171821957.11,Jharkhand,LOHARDAGA(ST),
Lok Sabha,LS_SUKHJINDER_SINGH_RANDHAWA,147000000.0,Punjab,GURDASPUR,
Lok Sabha,LS_SUNIL_BOSE,147000000.0,Karnataka,CHAMARAJANAGAR(SC),
Lok Sabha,LS_SUNIL_DATTATRAY_TATKARE,147000000.0,Maharashtra,RAIGAD,
Lok Sabha,LS_SUNIL_KUMAR,147000000.0,Bihar,VALMIKI NAGAR,
Lok Sabha,LS_SURENDRA_PRASAD_YADAV,155325714.0,Bihar,JAHANABAD,
Lok Sabha,LS_SURESH_GOPI,147000000.0,Kerala,THRISSUR,
Lok Sabha,LS_SURESH_KUMAR_KASHYAP,153563957.11,Himachal Pradesh,SHIMLA (SC),
Lok Sabha,LS_SURESH_KUMAR_SHETKAR,147000000.0,Telangana,ZAHIRABAD,
Lok Sabha,LS_SWAMI_SACHCHIDANANDHARI_SAKSHI_JI_MAHARAJ,147000000.0,Uttar Pradesh,UNNAO,
Lok Sabha,LS_T_SUMATHY_A_THAMIZHACHI_THANGAPANDIAN,147000000.0,Tamil Nadu,CHENNAI SOUTH,
Lok Sabha,LS_TANGELLA_UDAY_SRINIVAS,199417886.76,Andhra Pradesh,KAKINADA,
Lok Sabha,LS_TANUJ_PUNIA,148198170.11,Uttar Pradesh,BARABANKI(SC),
Lok Sabha,LS_TARIQ_ANWAR,147000000.0,Bihar,KATIHAR,
Lok Sabha,LS_THALIKKOTTAI_RAJUTHEVAR_BAALU,196905535.11,Tamil Nadu,SRIPERUMBUDUR,
Lok Sabha,LS_THANGA_TAMILSELVAN,167755939.81,Tamil Nadu,THENI,
Lok Sabha,LS_THARANIVENTHAN_M_S,168337124.35,Tamil Nadu,ARANI,
Lok Sabha,LS_THIRU_DAYANIDHI_MARAN,147000000.0,Tamil Nadu,CHENNAI CENTRAL,
Lok Sabha,LS_THIRUMAA_VALAVAN_THOL,147000000.0,Tamil Nadu,CHIDAMBARAM(SC),
Lok Sabha,LS_TOKHAN_SAHU,147000000.0,Chhattisgarh,BILASPUR,
Lok Sabha,LS_TRIVENDRA_SINGH_RAWAT,147000000.0,Uttarakhand,HARDWAR,
Lok Sabha,LS_UJJWAL_RAMAN_SINGH,147000000.0,Uttar Pradesh,ALLAHABAD,
Lok Sabha,LS_UMMEDA_RAM_BENIWAL,147000000.0,Rajasthan,BARMER,
Lok Sabha,LS_UTKARSH_VERMA_MADHUR,147000000.0,Uttar Pradesh,KHERI,
Lok Sabha,LS_V_S_MATHESWARAN,162539930.11,Tamil Nadu,NAMAKKAL,
Lok Sabha,LS_V_SOMANNA,147000000.0,Karnataka,TUMKUR,
Lok Sabha,LS_VAITHILINGAM_VE,209368972.11,Puducherry,Puducherry,
Lok Sabha,LS_VAMSI_KRISHNA_GADDAM,148451721.11,Telangana,PEDDAPALLE,
Lok Sabha,LS_VARUN_CHAUDHRY,255454264.0,Haryana,AMBALA (SC),
Lok Sabha,LS_VELLALATH_KOCHUKRISHNAN_NAIR_SREEKANDAN,167807990.11,Kerala,PALAKKAD,
Lok Sabha,LS_VIJAY_BAGHEL,147000000.0,Chhattisgarh,DURG,
Lok Sabha,LS_VIJAY_KUMAR_DUBEY,148900000.0,Uttar Pradesh,KUSHI NAGAR,
Lok Sabha,LS_VIJAY_KUMAR_HANSDAK,147223957.11,Jharkhand,RAJMAHAL(ST),
Lok Sabha,LS_VIJAYLAKSHMI_DEVI,147000000.0,Bihar,SIWAN,
Lok Sabha,LS_VINOD_CHAVDA,147000000.0,Gujarat,KACHCHH(SC),
Lok Sabha,LS_VINOD_KUMAR_BIND,147000000.0,Uttar Pradesh,BHADOHI,
Lok Sabha,LS_VIRENDRA_KUMAR,147000000.0,Madhya Pradesh,TIKAMGARH(SC),
Lok Sabha,LS_VIRENDRA_SINGH,147000000.0,Uttar Pradesh,CHANDAULI,
Lok Sabha,LS_VISHAL,147000000.0,Maharashtra,SANGLI,
Lok Sabha,LS_VISHNU_DAYAL_RAM,158176083.11,Jharkhand,PALAMU(SC),
Lok Sabha,LS_VISHNU_DUTT_SHARMA,147000000.0,Madhya Pradesh,KHAJURAHO,
Lok Sabha,LS_VISHWESHWAR_HEGDE_KAGERI,147000000.0,Karnataka,UTTARA KANNADA,
Lok Sabha,LS_VIVEK_THAKUR,147000000.0,Bihar,NAWADA,
Lok Sabha,LS_Y_S_AVINASH_REDDY,156430260.11,Andhra Pradesh,KADAPA,
Lok Sabha,LS_YADUVEER_KRISHNADATTA_CHAMARAJA_WADIYAR,147000000.0,Karnataka,MYSORE,
Lok Sabha,LS_YOGENDRA_CHANDOLIYA,147876307.0,Delhi,NORTH WEST DELHI(SC),
Lok Sabha,LS_ZIA_UR_REHMAN,147000000.0,Uttar Pradesh,SAMBHAL,
Rajya Sabha,RS_ABHISHEK_MANU_SINGHVI,73421449.0,Telangana,,Elected MP
Rajya Sabha,RS_AJEET_MADHAVRAO_GOPCHADE,147000000.0,Maharashtra,,Elected MP
Rajya Sabha,RS_ALKA_SINGH,49000000.0,Rajasthan,,Elected MP
Rajya Sabha,RS_ANBUMANI_RAMADOSS,49356476.5,Tamil Nadu,,Elected MP
Rajya Sabha,RS_ANIL_SUKHDEORAO_BONDE,196063957.11,Maharashtra,,Elected MP
