mp_key,house,mp_name_raw,mp_name_normalized,state,constituency,elected_nominated
LS_RAKIBUL_HUSSAIN,Lok Sabha,RAKIBUL HUSSAIN,RAKIBUL HUSSAIN,Assam,DHUBRI,
LS_RAM_PRASAD_CHAUDHARY,Lok Sabha,RAM PRASAD CHAUDHARY,RAM PRASAD CHAUDHARY,Uttar Pradesh,BASTI,
LS_RAM_SHIROMANI,Lok Sabha,Ram Shiromani,RAM SHIROMANI,Uttar Pradesh,SHRAWASTI,
LS_RAMASAHAYAM_RAGHURAM_REDDY,Lok Sabha,RAMASAHAYAM RAGHURAM REDDY,RAMASAHAYAM RAGHURAM REDDY,Telangana,KHAMMAM,
LS_RAMASHANKAR_RAJBHAR,Lok Sabha,RAMASHANKAR RAJBHAR,RAMASHANKAR RAJBHAR,Uttar Pradesh,SALEMPUR,
LS_RAMBHUAL_NISHAD,Lok Sabha,RAMBHUAL NISHAD,RAMBHUAL NISHAD,Uttar Pradesh,SULTANPUR,
LS_RAMESH_AWASTHI,Lok Sabha,RAMESH AWASTHI,RAMESH AWASTHI,Uttar Pradesh,KANPUR,
LS_RAMESH_CHANDAPPA_JIGAJINAGI,Lok Sabha,Ramesh Chandappa Jigajinagi,RAMESH CHANDAPPA JIGAJINAGI,Karnataka,BIJAPUR(SC),
LS_RAMPRIT_MANDAL,Lok Sabha,Ramprit Mandal,RAMPRIT MANDAL,Bihar,JHANJHARPUR,
LS_RAMVIR_SINGH_BIDHURI,Lok Sabha,Ramvir Singh Bidhuri,RAMVIR SINGH BIDHURI,Delhi,SOUTH DELHI,
LS_RANJIT_DUTTA,Lok Sabha,RANJIT DUTTA,RANJIT DUTTA,Assam,Sonitpur,
LS_RAO_INDERJIT_SINGH,Lok Sabha,Rao Inderjit Singh,RAO INDERJIT SINGH,Haryana,GURGAON,
LS_RAO_RAJENDRA_SINGH,Lok Sabha,Rao Rajendra Singh,RAO RAJENDRA SINGH,Rajasthan,JAIPUR RURAL,
LS_RAVI_SHANKAR_PRASAD,Lok Sabha,Ravi Shankar Prasad,RAVI SHANKAR PRASAD,Bihar,PATNA SAHIB,
LS_RAVINDRA_DATTARAM_WAIKAR,Lok Sabha,RAVINDRA DATTARAM WAIKAR,RAVINDRA DATTARAM WAIKAR,Maharashtra,MUMBAI NORTH WEST,
LS_RAVINDRA_SHYAMNARAYAN_ALIAS_RAVI_KISHAN_SHUKLA,Lok Sabha,Ravindra Shyamnarayan Alias Ravi Kishan Shukla,RAVINDRA SHYAMNARAYAN ALIAS RAVI KISHAN SHUKLA,Uttar Pradesh,GORAKHPUR,
LS_RAVINDRA_VASANTRAO_CHAVAN,Lok Sabha,Ravindra Vasantrao Chavan,RAVINDRA VASANTRAO CHAVAN,Maharashtra,NANDED,
LS_RICHARD_VANLALHMANGAIHA,Lok Sabha,RICHARD VANLALHMANGAIHA,RICHARD VANLALHMANGAIHA,Mizoram,MIZORAM (ST),
LS_ROBERT_BRUCE_C,Lok Sabha,ROBERT BRUCE C,ROBERT BRUCE C,Tamil Nadu,TIRUNELVELI,
LS_RODMAL_NAGAR,Lok Sabha,Rodmal Nagar,RODMAL NAGAR,Madhya Pradesh,RAJGARH,
LS_ROOP_KUMARI_CHOUDHARY,Lok Sabha,ROOP KUMARI CHOUDHARY,ROOP KUMARI CHOUDHARY,Chhattisgarh,MAHASAMUND,
LS_RUCHI_VIRA,Lok Sabha,RUCHI VIRA,RUCHI VIRA,Uttar Pradesh,MORADABAD,
LS_RUDRA_NARAYAN_PANY,Lok Sabha,RUDRA NARAYAN PANY,RUDRA NARAYAN PANY,Odisha,DHENKANAL,
LS_S_SUPONGMEREN_JAMIR,Lok Sabha,S SUPONGMEREN JAMIR,S SUPONGMEREN JAMIR,Nagaland,NAGALAND,
LS_S_VENKATESAN,Lok Sabha,S Venkatesan,S VENKATESAN,Tamil Nadu,MADURAI,
LS_S_JAGATHRAKSHAKAN,Lok Sabha,S. Jagathrakshakan,S. JAGATHRAKSHAKAN,Tamil Nadu,ARAKKONAM,
LS_SACHITHANANTHAM_R,Lok Sabha,SACHITHANANTHAM R,SACHITHANANTHAM R,Tamil Nadu,DINDIGUL,
LS_SAGAR_ESHWAR_KHANDRE,Lok Sabha,SAGAR ESHWAR KHANDRE,SAGAR ESHWAR KHANDRE,Karnataka,BIDAR,
LS_SALENG_A_SANGMA,Lok Sabha,SALENG A SANGMA,SALENG A SANGMA,Meghalaya,TURA,
LS_SAMBIT_PATRA,Lok Sabha,SAMBIT PATRA,SAMBIT PATRA,Odisha,PURI,
LS_SANATAN_PANDEY,Lok Sabha,SANATAN PANDEY,SANATAN PANDEY,Uttar Pradesh,BALLIA,
LS_SANJAY_DINA_PATIL,Lok Sabha,SANJAY DINA PATIL,SANJAY DINA PATIL,Maharashtra,MUMBAI NORTH EAST,
LS_SANJAY_HARIBHAU_JADHAV,Lok Sabha,Sanjay Haribhau Jadhav,SANJAY HARIBHAU JADHAV,Maharashtra,PARBHANI,
LS_SANJAY_JAISWAL,Lok Sabha,Sanjay Jaiswal,SANJAY JAISWAL,Bihar,PASCHIM CHAMPARAN,
LS_SANJAY_KUMAR_BANDI,Lok Sabha,Sanjay Kumar Bandi,SANJAY KUMAR BANDI,Telangana,KARIMNAGAR,
LS_SANJAY_SETH,Lok Sabha,Sanjay Seth,SANJAY SETH,Jharkhand,RANCHI,
LS_SANJAY_UTTAMRAO_DESHMUKH,Lok Sabha,Sanjay Uttamrao Deshmukh,SANJAY UTTAMRAO DESHMUKH,Maharashtra,YAVATMAL-WASHIM,
LS_SANJNA_JATAV,Lok Sabha,SANJNA JATAV,SANJNA JATAV,Rajasthan,BHARATPUR(SC),
LS_SANTOSH_PANDEY,Lok Sabha,Santosh Pandey,SANTOSH PANDEY,Chhattisgarh,RAJNANDGAON,
LS_SAPTAGIRI_SANKAR_ULAKA,Lok Sabha,Saptagiri Sankar Ulaka,SAPTAGIRI SANKAR ULAKA,Odisha,KORAPUT(ST),
LS_SARABJEET_SINGH_KHALSA,Lok Sabha,SARABJEET SINGH KHALSA,SARABJEET SINGH KHALSA,Punjab,FARIDKOT(SC),
LS_SASIKANTH_SENTHIL,Lok Sabha,Sasikanth Senthil,SASIKANTH SENTHIL,Tamil Nadu,TIRUVALLUR(SC),
LS_SATPAL_BRAHAMCHARI,Lok Sabha,SATPAL BRAHAMCHARI,SATPAL BRAHAMCHARI,Haryana,SONEPAT,
LS_SAUMITRA_KHAN,Lok Sabha,Saumitra khan,SAUMITRA KHAN,West Bengal,BISHNUPUR(SC),
LS_SAVITRI_THAKUR,Lok Sabha,SAVITRI THAKUR,SAVITRI THAKUR,Madhya Pradesh,DHAR(ST),
LS_SAYANI_GHOSH,Lok Sabha,SAYANI GHOSH,SAYANI GHOSH,West Bengal,JADAVPUR,
LS_SELJA,Lok Sabha,SELJA,SELJA,Haryana,SIRSA(SC),
LS_SELVAGANAPATHI_T_M,Lok Sabha,SELVAGANAPATHI T M,SELVAGANAPATHI T M,Tamil Nadu,SALEM,
LS_SELVARAJ_V,Lok Sabha,SELVARAJ V,SELVARAJ V,Tamil Nadu,NAGAPATTINAM(SC),
LS_SHAFI_PARAMBIL,Lok Sabha,SHAFI PARAMBIL,SHAFI PARAMBIL,Kerala,VADAKARA,
LS_SHAMBHAVI,Lok Sabha,SHAMBHAVI,SHAMBHAVI,Bihar,SAMASTIPUR(SC),
LS_SHANKAR_LALWANI,Lok Sabha,Shankar Lalwani,SHANKAR LALWANI,Madhya Pradesh,INDORE,
LS_SHASHANK_MANI,Lok Sabha,SHASHANK MANI,SHASHANK MANI,Uttar Pradesh,DEORIA,
LS_SHATRUGHAN_SINHA,Lok Sabha,Shatrughan Sinha,SHATRUGHAN SINHA,West Bengal,ASANSOL,
LS_SHER_SINGH_GHUBAYA,Lok Sabha,SHER SINGH GHUBAYA,SHER SINGH GHUBAYA,Punjab,FIROZPUR,
LS_SHIVMANGAL_SINGH_TOMAR,Lok Sabha,SHIVMANGAL SINGH TOMAR,SHIVMANGAL SINGH TOMAR,Madhya Pradesh,MORENA,
LS_SHIVRAJ_SINGH_CHOUHAN,Lok Sabha,SHIVRAJ SINGH CHOUHAN,SHIVRAJ SINGH CHOUHAN,Madhya Pradesh,VIDISHA,
LS_SHOBHA_KARANDLAJE,Lok Sabha,SHOBHA KARANDLAJE,SHOBHA KARANDLAJE,Karnataka,BANGALORE NORTH,
LS_SHOBHANABEN_MAHENDRASINH_BARAIYA,Lok Sabha,SHOBHANABEN MAHENDRASINH BARAIYA,SHOBHANABEN MAHENDRASINH BARAIYA,Gujarat,SABARKANTHA,
LS_SHREYAS_M_PATEL,Lok Sabha,SHREYAS. M. PATEL,SHREYAS. M. PATEL,Karnataka,HASSAN,
LS_DHARAMBIR_SINGH,Lok Sabha,Shri  Dharambir Singh,DHARAMBIR SINGH,Haryana,BHIWANI MAHENDRAGARH,
LS_ABHISHEK_BANERJEE,Lok Sabha,Shri Abhishek Banerjee,ABHISHEK BANERJEE,West Bengal,DIAMOND HARBOUR,
LS_AMAR_SINGH,Lok Sabha,Shri Amar Singh,AMAR SINGH,Punjab,FATEHGARH SAHIB(SC),
LS_AMIT_SHAH,Lok Sabha,Shri Amit Shah,AMIT SHAH,Gujarat,GANDHINAGAR,
LS_ANIL_FIROJIYA,Lok Sabha,Shri Anil Firojiya,ANIL FIROJIYA,Madhya Pradesh,UJJAIN(SC),
LS_ARJUN_RAM_MEGHWAL,Lok Sabha,Shri Arjun Ram Meghwal,ARJUN RAM MEGHWAL,Rajasthan,BIKANER(SC),
LS_ARUN_KUMAR_SAGAR,Lok Sabha,Shri Arun Kumar Sagar,ARUN KUMAR SAGAR,Uttar Pradesh,SHAHJAHANPUR(SC),
LS_B_Y_RAGHAVENDRA,Lok Sabha,Shri B Y Raghavendra,B Y RAGHAVENDRA,Karnataka,SHIMOGA,
LS_BENNY_BEHANAN,Lok Sabha,Shri Benny Behanan,BENNY BEHANAN,Kerala,CHALAKUDY,
LS_BHARTRUHARI_MAHTAB,Lok Sabha,Shri Bhartruhari Mahtab,BHARTRUHARI MAHTAB,Odisha,CUTTACK,
LS_CHANDRA_PRAKASH_CHOUDHARY,Lok Sabha,Shri Chandra Prakash Choudhary,CHANDRA PRAKASH CHOUDHARY,Jharkhand,GIRIDIH,
LS_DEEPAK_DEV_ADHIKARI,Lok Sabha,Shri Deepak (Dev) Adhikari,DEEPAK (DEV) ADHIKARI,West Bengal,GHATAL,
LS_GURJEET_SINGH_AUJLA,Lok Sabha,Shri Gurjeet Singh Aujla,GURJEET SINGH AUJLA,Punjab,AMRITSAR,
LS_HANUMAN_BENIWAL,Lok Sabha,Shri Hanuman Beniwal,HANUMAN BENIWAL,Rajasthan,NAGAUR,
LS_HIBI_EDEN,Lok Sabha,Shri Hibi Eden,HIBI EDEN,Kerala,ERNAKULAM,
LS_JANARDAN_SINGH_SIGRIWAL,Lok Sabha,Shri Janardan Singh Sigriwal,JANARDAN SINGH SIGRIWAL,Bihar,MAHARAJGANJ_BR,
LS_JUAL_ORAM,Lok Sabha,Shri Jual Oram,JUAL ORAM,Odisha,SUNDARGARH (ST),
LS_JUGAL_KISHORE_SHARMA,Lok Sabha,Shri Jugal Kishore Sharma,JUGAL KISHORE SHARMA,Jammu And Kashmir,JAMMU,
LS_JYOTIRMAY_SINGH_MAHATO,Lok Sabha,Shri Jyotirmay Singh Mahato,JYOTIRMAY SINGH MAHATO,West Bengal,PURULIA,
LS_KARTI_P_CHIDAMBARAM,Lok Sabha,Shri Karti P Chidambaram,KARTI P CHIDAMBARAM,Tamil Nadu,SIVAGANGA,
LS_KUMBAKUDI_SUDHAKARAN,Lok Sabha,Shri Kumbakudi Sudhakaran,KUMBAKUDI SUDHAKARAN,Kerala,KANNUR,
LS_LS_TEJASVI_SURYA,Lok Sabha,Shri LS Tejasvi Surya,LS TEJASVI SURYA,Karnataka,BANGALORE SOUTH,
LS_M_K_RAGHAVAN,Lok Sabha,Shri M K Raghavan,M K RAGHAVAN,Kerala,KOZHIKODE,
LS_NARENDRA_MODI,Lok Sabha,Shri Narendra Modi,NARENDRA MODI,Uttar Pradesh,VARANASI,
LS_NK_PREMACHANDRAN,Lok Sabha,Shri NK Premachandran,NK PREMACHANDRAN,Kerala,KOLLAM,
LS_PP_CHAUDHARY,Lok Sabha,Shri PP Chaudhary,PP CHAUDHARY,Rajasthan,PALI,
LS_RAJMOHAN_UNNITHAN,Lok Sabha,Shri Rajmohan Unnithan,RAJMOHAN UNNITHAN,Kerala,KASARAGOD,
LS_SARBANANDA_SONOWAL_18LS,Lok Sabha,Shri Sarbananda Sonowal (18LS),SARBANANDA SONOWAL (18LS),Assam,DIBRUGARH,
LS_SATISH_KUMAR_GAUTAM,Lok Sabha,Shri Satish Kumar Gautam,SATISH KUMAR GAUTAM,Uttar Pradesh,ALIGARH,
LS_SHANTANU_THAKUR,Lok Sabha,Shri Shantanu Thakur,SHANTANU THAKUR,West Bengal,BANGAON(SC),
LS_SUDHEER_GUPTA,Lok Sabha,Shri Sudheer Gupta,SUDHEER GUPTA,Madhya Pradesh,MANDSOUR,
LS_SURESH_KODIKUNNIL,Lok Sabha,Shri Suresh Kodikunnil,SURESH KODIKUNNIL,Kerala,MAVELIKKARA(SC),
LS_TAPIR_GAO,Lok Sabha,Shri Tapir Gao,TAPIR GAO,Arunachal Pradesh,ARUNACHAL EAST,
LS_VIJAYAKUMAR_VASANTH,Lok Sabha,Shri vijayakumar Vasanth,VIJAYAKUMAR VASANTH,Tamil Nadu,KANNIYAKUMARI,
LS_SHRIKANT_EKNATH_SHINDE,Lok Sabha,Shrikant Eknath Shinde,SHRIKANT EKNATH SHINDE,Maharashtra,KALYAN,
LS_SHRIMANT_CHH_UDAYANRAJE_PRATAPSINHAMAHARAJ_BHONSLE,Lok Sabha,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,SHRIMANT CHH UDAYANRAJE PRATAPSINHAMAHARAJ BHONSLE,Maharashtra,SATARA,
LS_SHRIPAD_YESSO_NAIK,Lok Sabha,Shripad Yesso Naik,SHRIPAD YESSO NAIK,Goa,NORTH GOA,
LS_SHRIRANG_APPA_BARNE,Lok Sabha,Shrirang Appa Barne,SHRIRANG APPA BARNE,Maharashtra,MAVAL,
LS_SHYAMKUMAR,Lok Sabha,Shyamkumar,SHYAMKUMAR,Maharashtra,RAMTEK(SC),
LS_SIVANATH_KESINENI,Lok Sabha,Sivanath Kesineni,SIVANATH KESINENI,Andhra Pradesh,VIJAYAWADA,
LS_SK_NURUL_ISLAM,Lok Sabha,SK NURUL ISLAM,SK NURUL ISLAM,West Bengal,BASIRHAT,
LS_SMITA_UDAY_WAGH,Lok Sabha,SMITA UDAY WAGH,SMITA UDAY WAGH,Maharashtra,JALGAON,
LS_ANUPRIYA_PATEL,Lok Sabha,Smt Anupriya Patel,ANUPRIYA PATEL,Uttar Pradesh,MIRZAPUR,
LS_APARAJITA_SARANGI,Lok Sabha,Smt Aparajita Sarangi,APARAJITA SARANGI,Odisha,BHUBANESWAR,
LS_DIMPLE_YADAV,Lok Sabha,Smt Dimple Yadav,DIMPLE YADAV,Uttar Pradesh,MAINPURI,
LS_HARSIMRAT_KAUR_BADAL,Lok Sabha,Smt Harsimrat Kaur Badal,HARSIMRAT KAUR BADAL,Punjab,BHATINDA,
LS_HEMA_MALINI,Lok Sabha,Smt Hema Malini,HEMA MALINI,Uttar Pradesh,MATHURA,
LS_HIMADRI_SINGH,Lok Sabha,Smt Himadri Singh,HIMADRI SINGH,Madhya Pradesh,SHAHDOL (ST),
LS_POONAMBEN_HEMATBHAI_MAADAM,Lok Sabha,Smt Poonamben Hematbhai Maadam,POONAMBEN HEMATBHAI MAADAM,Gujarat,JAMNAGAR,
LS_RAKSHA_NIKHIL_KHADSE,Lok Sabha,Smt Raksha Nikhil Khadse,RAKSHA NIKHIL KHADSE,Maharashtra,RAVER,
LS_S_JOTHIMANI,Lok Sabha,Smt S Jothimani,S JOTHIMANI,Tamil Nadu,KARUR,
LS_SAJDA_AHMED,Lok Sabha,Smt Sajda Ahmed,SAJDA AHMED,West Bengal,ULUBERIA,
LS_SANDHYA_RAY,Lok Sabha,Smt Sandhya Ray,SANDHYA RAY,Madhya Pradesh,BHIND(SC),
LS_SANGEETA_KUMARI_SINGH_DEO,Lok Sabha,Smt Sangeeta Kumari Singh Deo,SANGEETA KUMARI SINGH DEO,Odisha,BOLANGIR,
LS_SATABDI_ROY_BANERJEE,Lok Sabha,Smt Satabdi Roy (Banerjee),SATABDI ROY (BANERJEE),West Bengal,BIRBHUM,
LS_SUPRIYA_SADANAND_SULE,Lok Sabha,Smt Supriya Sadanand Sule,SUPRIYA SADANAND SULE,Maharashtra,BARAMATI,
LS_VEENA_DEVI,Lok Sabha,Smt Veena Devi,VEENA DEVI,Bihar,VAISHALI,
LS_SRIBHARAT_MATHUKUMLI,Lok Sabha,Sribharat MathuKumli,SRIBHARAT MATHUKUMLI,Andhra Pradesh,VISAKHAPATNAM,
LS_SUDAMA_PRASAD,Lok Sabha,SUDAMA PRASAD,SUDAMA PRASAD,Bihar,ARRAH,
LS_SUDHA_R,Lok Sabha,SUDHA R,SUDHA R,Tamil Nadu,MAYILADUTHURAI,
LS_SUDHAKAR_SINGH,Lok Sabha,SUDHAKAR SINGH,SUDHAKAR SINGH,Bihar,BUXAR,
LS_SUDIP_BANDYOPADHYAY,Lok Sabha,Sudip Bandyopadhyay,SUDIP BANDYOPADHYAY,West Bengal,KOLKATA UTTAR,
LS_SUKANTA_KUMAR_PANIGRAHI,Lok Sabha,SUKANTA KUMAR PANIGRAHI,SUKANTA KUMAR PANIGRAHI,Odisha,KANDHAMAL,
LS_SUKHDEO_BHAGAT,Lok Sabha,SUKHDEO BHAGAT,SUKHDEO BHAGAT,Jharkhand,LOHARDAGA(ST),
LS_SUKHJINDER_SINGH_RANDHAWA,Lok Sabha,SUKHJINDER SINGH RANDHAWA,SUKHJINDER SINGH RANDHAWA,Punjab,GURDASPUR,
LS_SUNIL_BOSE,Lok Sabha,SUNIL BOSE,SUNIL BOSE,Karnataka,CHAMARAJANAGAR(SC),
LS_SUNIL_DATTATRAY_TATKARE,Lok Sabha,Sunil Dattatray Tatkare,SUNIL DATTATRAY TATKARE,Maharashtra,RAIGAD,
LS_SUNIL_KUMAR,Lok Sabha,Sunil Kumar,SUNIL KUMAR,Bihar,VALMIKI NAGAR,
LS_SURENDRA_PRASAD_YADAV,Lok Sabha,SURENDRA PRASAD YADAV,SURENDRA PRASAD YADAV,Bihar,JAHANABAD,
LS_SURESH_GOPI,Lok Sabha,SURESH GOPI,SURESH GOPI,Kerala,THRISSUR,
LS_SURESH_KUMAR_KASHYAP,Lok Sabha,Suresh Kumar Kashyap,SURESH KUMAR KASHYAP,Himachal Pradesh,SHIMLA (SC),
LS_SURESH_KUMAR_SHETKAR,Lok Sabha,SURESH KUMAR SHETKAR,SURESH KUMAR SHETKAR,Telangana,ZAHIRABAD,
LS_SWAMI_SACHCHIDANANDHARI_SAKSHI_JI_MAHARAJ,Lok Sabha,Swami Sachchidanandhari Sakshi ji Maharaj,SWAMI SACHCHIDANANDHARI SAKSHI JI MAHARAJ,Uttar Pradesh,UNNAO,
LS_T_SUMATHY_A_THAMIZHACHI_THANGAPANDIAN,Lok Sabha,T Sumathy (A) Thamizhachi Thangapandian,T SUMATHY (A) THAMIZHACHI THANGAPANDIAN,Tamil Nadu,CHENNAI SOUTH,
LS_TANGELLA_UDAY_SRINIVAS,Lok Sabha,TANGELLA UDAY SRINIVAS,TANGELLA UDAY SRINIVAS,Andhra Pradesh,KAKINADA,
LS_TANUJ_PUNIA,Lok Sabha,TANUJ PUNIA,TANUJ PUNIA,Uttar Pradesh,BARABANKI(SC),
LS_TARIQ_ANWAR,Lok Sabha,TARIQ ANWAR,TARIQ ANWAR,Bihar,KATIHAR,
LS_THALIKKOTTAI_RAJUTHEVAR_BAALU,Lok Sabha,Thalikkottai Rajuthevar Baalu,THALIKKOTTAI RAJUTHEVAR BAALU,Tamil Nadu,SRIPERUMBUDUR,
LS_THANGA_TAMILSELVAN,Lok Sabha,THANGA TAMILSELVAN,THANGA TAMILSELVAN,Tamil Nadu,THENI,
LS_THARANIVENTHAN_M_S,Lok Sabha,THARANIVENTHAN M S,THARANIVENTHAN M S,Tamil Nadu,ARANI,
LS_THIRU_DAYANIDHI_MARAN,Lok Sabha,Thiru Dayanidhi Maran,THIRU DAYANIDHI MARAN,Tamil Nadu,CHENNAI CENTRAL,
LS_THIRUMAA_VALAVAN_THOL,Lok Sabha,Thirumaa Valavan Thol,THIRUMAA VALAVAN THOL,Tamil Nadu,CHIDAMBARAM(SC),
LS_TOKHAN_SAHU,Lok Sabha,TOKHAN SAHU,TOKHAN SAHU,Chhattisgarh,BILASPUR,
LS_TRIVENDRA_SINGH_RAWAT,Lok Sabha,TRIVENDRA SINGH RAWAT,TRIVENDRA SINGH RAWAT,Uttarakhand,HARDWAR,
LS_UJJWAL_RAMAN_SINGH,Lok Sabha,UJJWAL RAMAN SINGH,UJJWAL RAMAN SINGH,Uttar Pradesh,ALLAHABAD,
LS_UMMEDA_RAM_BENIWAL,Lok Sabha,UMMEDA RAM BENIWAL,UMMEDA RAM BENIWAL,Rajasthan,BARMER,
LS_UTKARSH_VERMA_MADHUR,Lok Sabha,UTKARSH VERMA MADHUR,UTKARSH VERMA MADHUR,Uttar Pradesh,KHERI,
LS_V_S_MATHESWARAN,Lok Sabha,V S Matheswaran,V S MATHESWARAN,Tamil Nadu,NAMAKKAL,
LS_V_SOMANNA,Lok Sabha,V. SOMANNA,V. SOMANNA,Karnataka,TUMKUR,
LS_VAITHILINGAM_VE,Lok Sabha,Vaithilingam Ve,VAITHILINGAM VE,Puducherry,Puducherry,
LS_VAMSI_KRISHNA_GADDAM,Lok Sabha,VAMSI KRISHNA GADDAM,VAMSI KRISHNA GADDAM,Telangana,PEDDAPALLE,
LS_VARUN_CHAUDHRY,Lok Sabha,VARUN CHAUDHRY,VARUN CHAUDHRY,Haryana,AMBALA (SC),
LS_VELLALATH_KOCHUKRISHNAN_NAIR_SREEKANDAN,Lok Sabha,Vellalath Kochukrishnan Nair Sreekandan,VELLALATH KOCHUKRISHNAN NAIR SREEKANDAN,Kerala,PALAKKAD,
LS_VIJAY_BAGHEL,Lok Sabha,Vijay Baghel,VIJAY BAGHEL,Chhattisgarh,DURG,
LS_VIJAY_KUMAR_DUBEY,Lok Sabha,Vijay Kumar Dubey,VIJAY KUMAR DUBEY,Uttar Pradesh,KUSHI NAGAR,
LS_VIJAY_KUMAR_HANSDAK,Lok Sabha,Vijay Kumar Hansdak,VIJAY KUMAR HANSDAK,Jharkhand,RAJMAHAL(ST),
LS_VIJAYLAKSHMI_DEVI,Lok Sabha,VIJAYLAKSHMI DEVI,VIJAYLAKSHMI DEVI,Bihar,SIWAN,
LS_VINOD_CHAVDA,Lok Sabha,Vinod Chavda,VINOD CHAVDA,Gujarat,KACHCHH(SC),
LS_VINOD_KUMAR_BIND,Lok Sabha,VINOD KUMAR BIND,VINOD KUMAR BIND,Uttar Pradesh,BHADOHI,
LS_VIRENDRA_KUMAR,Lok Sabha,Virendra Kumar,VIRENDRA KUMAR,Madhya Pradesh,TIKAMGARH(SC),
LS_VIRENDRA_SINGH,Lok Sabha,VIRENDRA SINGH,VIRENDRA SINGH,Uttar Pradesh,CHANDAULI,
LS_VISHAL,Lok Sabha,VISHAL,VISHAL,Maharashtra,SANGLI,
LS_VISHNU_DAYAL_RAM,Lok Sabha,Vishnu Dayal Ram,VISHNU DAYAL RAM,Jharkhand,PALAMU(SC),
LS_VISHNU_DUTT_SHARMA,Lok Sabha,Vishnu Dutt Sharma,VISHNU DUTT SHARMA,Madhya Pradesh,KHAJURAHO,
LS_VISHWESHWAR_HEGDE_KAGERI,Lok Sabha,VISHWESHWAR HEGDE KAGERI,VISHWESHWAR HEGDE KAGERI,Karnataka,UTTARA KANNADA,
LS_VIVEK_THAKUR,Lok Sabha,VIVEK THAKUR,VIVEK THAKUR,Bihar,NAWADA,
LS_Y_S_AVINASH_REDDY,Lok Sabha,Y S Avinash Reddy,Y S AVINASH REDDY,Andhra Pradesh,KADAPA,
LS_YADUVEER_KRISHNADATTA_CHAMARAJA_WADIYAR,Lok Sabha,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,Karnataka,MYSORE,
LS_YOGENDRA_CHANDOLIYA,Lok Sabha,Yogendra Chandoliya,YOGENDRA CHANDOLIYA,Delhi,NORTH WEST DELHI(SC),
LS_ZIA_UR_REHMAN,Lok Sabha,ZIA UR REHMAN,ZIA UR REHMAN,Uttar Pradesh,SAMBHAL,
RS_ABHISHEK_MANU_SINGHVI,Rajya Sabha,Dr. Abhishek Manu Singhvi (2026-32) (2026-2032),ABHISHEK MANU SINGHVI,Telangana,,Elected MP
RS_AJEET_MADHAVRAO_GOPCHADE,Rajya Sabha,Dr. Ajeet Madhavrao Gopchade (2024-30) (2024-2030),AJEET MADHAVRAO GOPCHADE,Maharashtra,,Elected MP
RS_ALKA_SINGH,Rajya Sabha,Dr. Alka Singh (2026-32) (2026-2032),ALKA SINGH,Rajasthan,,Elected MP
RS_ANBUMANI_RAMADOSS,Rajya Sabha,Dr. Anbumani Ramadoss (2026-32) (2026-2032),ANBUMANI RAMADOSS,Tamil Nadu,,Elected MP
RS_ANIL_SUKHDEORAO_BONDE,Rajya Sabha,Dr. Anil Sukhdeorao Bonde (2022-28) (2022-2028),ANIL SUKHDEORAO BONDE,Maharashtra,,Elected MP
RS_ASHOK_KUMAR_MITTAL,Rajya Sabha,Dr. Ashok Kumar Mittal (2022-28) (2022-2028),ASHOK KUMAR MITTAL,Punjab,,Elected MP
RS_BHIM_SINGH,Rajya Sabha,Dr. Bhim Singh (2024-30) (2024-2030),BHIM SINGH,Bihar,,Elected MP
RS_DHARMASTHALA_VEERENDRA_HEGGADE,Rajya Sabha,Dr. Dharmasthala Veerendra Heggade (2022-28) (2022-2028),DHARMASTHALA VEERENDRA HEGGADE,Karnataka,,Nominated MP
RS_DHARMSHILA_GUPTA,Rajya Sabha,Dr. Dharmshila Gupta (2024-30) (2024-2030),DHARMSHILA GUPTA,Bihar,,Elected MP
RS_DINESH_SHARMA,Rajya Sabha,Dr. Dinesh Sharma (2023-26) (2023-2026),DINESH SHARMA,Uttar Pradesh,,Elected MP
RS_FAIYAZ_AHMAD,Rajya Sabha,Dr. Faiyaz Ahmad (2022-28) (2022-2028),FAIYAZ AHMAD,Bihar,,Elected MP
RS_JOHN_BRITTAS,Rajya Sabha,Dr. John Brittas (2021-27) (2021-2027),JOHN BRITTAS,Kerala,,Elected MP
RS_JYOTI_NAGNATH_WAGHMARE,Rajya Sabha,Dr. Jyoti Nagnath Waghmare (2026-32) (2026-2032),JYOTI NAGNATH WAGHMARE,Maharashtra,,Elected MP
RS_K_LAXMAN,Rajya Sabha,Dr. K. Laxman (2022-28) (2022-2028),K. LAXMAN,Uttar Pradesh,,Elected MP
RS_KALPANA_SAINI,Rajya Sabha,Dr. Kalpana Saini (2022-28) (2022-2028),KALPANA SAINI,Uttarakhand,,Elected MP
RS_KAVITA_PATIDAR,Rajya Sabha,Dr. Kavita Patidar (2022-28) (2022-2028),KAVITA PATIDAR,Madhya Pradesh,,Elected MP
RS_L_MURUGAN,Rajya Sabha,Dr. L. Murugan (2024-30) (2024-2030),L. MURUGAN,Madhya Pradesh,,Elected MP
RS_LAXMIKANT_BAJPAYEE,Rajya Sabha,Dr. Laxmikant Bajpayee (2022-28) (2022-2028),LAXMIKANT BAJPAYEE,Uttar Pradesh,,Elected MP
