work_id,anomaly_score,payment_anomaly_score,payment_anomaly_flag,payment_count,execution_anomaly_score,execution_anomaly_flag,consistency_review_flag,payment_exceeds_sanction_flag,execution_anomaly_reason,payment_data_available,financial_risk_0_100,payment_risk_0_100,execution_risk_0_100,combined_base_risk,final_risk_score,risk_level,investigation_priority
WS/MP727/2026-2027/244862,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP524/2026-2027/290167,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP524/2026-2027/290095,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP840/2026-2027/278972,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP431/2026-2027/270562,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264797,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP429/2026-2027/270194,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP457/2026-2027/287029,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP386/2026-2027/243985,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP386/2026-2027/243832,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP386/2026-2027/243830,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP146/2026-2027/268881,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP842/2026-2027/268876,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP468/2026-2027/270364,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264830,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP747/2026-2027/242044,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP384/2026-2027/288006,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18366/2026-2027/287928,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18003/2026-2027/275785,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18003/2026-2027/275784,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP719/2026-2027/204100,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18298/2026-2027/274831,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP052/2026-2027/274783,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP052/2026-2027/274781,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18040/2026-2027/294315,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18169/2026-2027/260267,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18193/2026-2027/260233,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18071/2026-2027/275650,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18117/2026-2027/275545,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18117/2026-2027/275544,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18143/2026-2027/270708,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18117/2026-2027/164381,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18081/2026-2027/164050,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18117/2026-2027/164505,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18110/2026-2027/270617,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18110/2026-2027/270616,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18110/2026-2027/270615,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18110/2026-2027/270614,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18110/2026-2027/270613,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18115/2026-2027/278498,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP331/2026-2027/195744,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP108/2026-2027/247245,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18340/2026-2027/294522,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18150/2026-2027/274606,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18131/2026-2027/276001,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18131/2026-2027/276000,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP524/2026-2027/275930,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP300/2026-2027/226359,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18146/2026-2027/251209,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18310/2026-2027/251189,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18310/2026-2027/251188,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18310/2026-2027/251186,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18310/2026-2027/251183,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP099/2026-2027/273952,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18042/2026-2027/274817,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18070/2026-2027/274813,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18070/2026-2027/274812,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264518,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264543,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP092/2026-2027/275497,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP131/2026-2027/275354,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP131/2026-2027/275346,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18102/2026-2027/280426,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18188/2026-2027/280337,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18084/2026-2027/280136,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18062/2026-2027/254787,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP331/2026-2027/280065,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18159/2026-2027/231149,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18191/2026-2027/257209,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18191/2026-2027/257208,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18193/2026-2027/257075,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP842/2026-2027/294551,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP524/2026-2027/271479,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18049/2026-2027/211243,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18026/2026-2027/211187,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18434/2026-2027/245389,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18051/2026-2027/290212,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP453/2026-2027/245505,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP187/2026-2027/281197,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18291/2026-2027/281195,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18115/2026-2027/278489,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18136/2026-2027/195110,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP538/2026-2027/270846,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264523,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264522,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18034/2026-2027/264519,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18267/2026-2027/260600,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18159/2026-2027/278482,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18099/2026-2027/278476,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18099/2026-2027/278475,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18099/2026-2027/278474,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP428/2026-2027/278466,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP428/2026-2027/278465,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18403/2026-2027/286204,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18232/2026-2027/233221,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18008/2026-2027/254604,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18118/2026-2027/271608,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18118/2026-2027/271606,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18051/2026-2027/271578,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18164/2026-2027/286722,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18047/2026-2027/286683,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP405/2026-2027/286598,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18412/2026-2027/243599,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP331/2026-2027/282733,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18150/2026-2027/274586,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18150/2026-2027/274585,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18150/2026-2027/274584,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18316/2026-2027/288589,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18334/2026-2027/288307,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18282/2026-2027/288290,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18334/2026-2027/288282,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18011/2026-2027/274656,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18372/2026-2027/274640,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP552/2026-2027/250846,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18267/2026-2027/260604,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18267/2026-2027/260602,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18267/2026-2027/260601,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18118/2026-2027/271609,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18118/2026-2027/271662,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18118/2026-2027/271657,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP341/2026-2027/220130,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP498/2026-2027/220096,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP113/2026-2027/269301,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18407/2026-2027/294327,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP204/2026-2027/294283,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP654/2026-2027/263728,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP347/2026-2027/285790,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP329/2026-2027/285753,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18134/2026-2027/246070,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18434/2026-2027/243774,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18434/2026-2027/243773,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18434/2026-2027/243770,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18412/2026-2027/243600,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
WS/MP18150/2026-2027/274593,0.4402819237717728,0.0,0,0,0,0,0,0,No execution anomaly or consistency issue detected,0,81.99190647482014,0.0,0,81.99190647482014,81.99190647482014,MEDIUM,NORMAL
